NCFR,Duration,DFL,AFL3,AFL1,Gross,NVU,CTFL,FIP,NUFR,Budget,TY,AFL2,IS,AR,MFL
78,104,238,22,60,352786,11132,150,0,86,1.10E+07,2006,35,6.8,2.35,0
160,95,43,357,3000,56729973,88529,5286,0,262,10800000,2008,723,5.8,1.85,0
75,118,10,48,172,399879,5772,378,2,115,1.50E+07,2006,71,6.4,2.35,302
20,193,160,860,8000,3275443,13998,10822,2,264,7.00E+08,2006,1000,6,2.35,659
105,97,32,327,893,18535191,12980,2640,3,132,1.40E+07,1999,692,6.9,1.85,646
120,98,7,507,805,23838,28570,2271,0,160,7.00E+06,2013,766,5.5,2.35,0
108,103,57,132,541,22160085,16747,1228,0,349,10600000,2002,451,5.4,2.35,1000
285,161,0,73,273,56715371,427357,727,0,1736,1.20E+07,1968,117,8.3,2.2,24000
215,120,14000,548,861,434949459,281842,2811,0,515,10500000,1982,725,7.9,1.85,34000
81,97,21,499,17000,11043445,27689,20312,0,74,1.00E+07,2007,1000,6.5,2.35,1000
43,111,58,258,482,1066555,2618,1526,0,111,1.10E+07,2007,362,5.8,1.85,411
43,145,0,280,639,5669081,3665,1807,1,57,10818775,2012,377,6.6,2.35,0
161,126,835,893,49000,138339411,604904,63710,2,682,1.00E+07,1997,13000,8.3,1.85,31000
210,121,163,482,723,80150343,142115,3189,0,614,1.00E+07,2006,651,6.2,1.85,0
52,117,425,901,13000,85300000,48629,27378,1,134,1.00E+07,1981,11000,6.9,1.85,0
139,98,235,229,4000,68353550,70141,5270,1,385,1.00E+07,2000,464,5.9,1.85,0
165,109,65,393,798,78845130,17596,2480,1,94,1.00E+07,2016,465,6.1,2.35,0
96,95,7,1000,23000,63319509,67115,28734,2,389,1.00E+07,1999,1000,5.8,1.85,0
190,96,163,448,723,63270259,111087,3492,0,319,1.00E+07,2007,651,5.9,1.85,0
173,101,13,368,494,55865715,41763,2013,0,403,1.00E+07,2005,392,5.5,2.35,0
46,107,0,685,1000,63231524,8962,5264,4,137,6.00E+06,2006,907,5,1.85,676
59,119,17000,638,10000,52293982,57831,11895,1,115,13800000,1986,970,7,1.85,0
22,100,65,577,633,50752337,44502,3362,8,46,1.00E+07,1992,613,6.4,1.85,0
203,98,70,634,4000,110175871,115050,7461,0,911,1.00E+07,2004,1000,5.9,1.85,4000
77,92,221,491,11000,38624000,156143,13162,1,289,1.20E+07,1996,503,7,1.85,0
190,90,108,270,1000,37470017,86890,1982,0,985,1.00E+07,2001,322,6.1,1.85,0
81,90,65,730,18000,40485039,85362,20795,6,181,1.00E+07,1989,769,6.9,2.35,0
56,153,82,139,695,16800000,25303,1593,1,138,1.00E+07,1968,275,7.5,2.35,0
264,124,108,186,1000,46377022,75306,1898,3,266,1.00E+07,2011,400,7.3,2.35,48000
44,82,6,345,759,36696761,6808,2197,0,38,2.30E+07,2001,563,6.5,1.85,227
117,107,750,60,794,36200000,101840,1529,2,193,12305523,1985,531,6.2,2.35,0
159,97,19,130,4000,35794166,35654,4687,0,155,1.00E+07,2016,334,6,2.35,20000
273,80,66,816,2000,33583175,104089,5628,0,319,1.00E+07,2010,904,6.3,2.35,16000
26,85,7,615,723,32983713,19284,3712,0,66,2.00E+07,2002,706,5.8,1.85,981
242,97,482,482,852,52200504,54190,2426,0,183,1.00E+07,2015,542,6.1,2.35,29000
55,109,78,619,854,3.30E+07,9424,3394,1,109,1.00E+07,1985,841,6.9,1.85,0
48,140,32,120,535,32101000,27800,1109,0,96,1.00E+07,1992,211,5.4,1.85,0
166,90,6,617,904,31487293,74887,2807,2,129,9.00E+06,2008,715,6.7,1.85,0
206,130,0,769,13000,30651422,181737,16693,8,1015,1.00E+07,1999,1000,7.4,2.35,10000
92,98,7,73,931,30306281,12388,1917,2,147,1.00E+07,2002,797,5.6,2.35,744
78,101,287,257,745,29500000,25613,1954,0,121,1.00E+07,1983,730,6.5,1.85,0
83,114,9,466,623,30050028,42987,2484,1,201,1.70E+07,1989,472,6.5,2.35,0
8,100,322,534,851,29392418,3924,3190,2,26,1.00E+07,1994,543,5.8,1.85,368
86,85,21,782,931,28563926,16300,3819,0,217,8500000,2002,855,5,2.35,720
85,103,27,534,1000,28435406,37681,4441,2,151,1.20E+07,2006,809,5.5,1.85,0
76,100,4,678,982,25339117,37885,4259,4,247,1.00E+07,1998,945,6.5,1.85,0
60,114,0,699,10000,25600000,57363,12097,0,308,1.00E+07,1983,919,7.2,2.35,10000
189,97,11,220,1000,27736779,25210,2403,0,126,1.00E+07,2015,412,5.2,2.35,13000
82,116,70,706,1000,24397469,5161,5804,7,48,1.70E+07,2012,876,5.7,2.35,0
120,96,9,448,690,20384136,20467,2402,1,371,1.00E+07,2001,533,4.7,2.35,0
183,98,58,242,14000,25464480,63108,15251,0,330,1.00E+07,2009,537,5.9,2.35,15000
211,105,500,718,11000,20338609,19655,12946,8,280,1.00E+07,2006,912,6.8,2.35,683
14,123,5,338,556,18272447,3119,2149,1,35,1.00E+07,1993,475,5.9,1.85,331
179,93,0,766,13000,17096053,134458,15716,2,640,9.00E+06,1998,933,7.7,2.35,5000
221,97,25,861,929,21371425,76199,3679,0,944,1.00E+07,2010,927,4.4,2.35,13000
158,122,108,111,220,33071558,22369,583,6,100,1.00E+07,2015,186,6.6,2.35,21000
73,101,22,558,918,17655201,4719,3317,1,24,1.00E+07,2008,624,6.7,1.85,851
65,100,15,804,1000,16247775,23527,4789,3,104,2.50E+07,2005,962,5.5,1.85,767
23,129,0,203,18000,16153600,8295,19065,1,30,1.00E+07,1990,269,6.5,1.85,720
63,81,176,39,176,16033556,37901,361,1,518,1.00E+07,2002,67,6.2,2.35,0
132,96,31,536,651,16667084,90070,3119,0,248,1.10E+07,1990,610,7.1,1.85,11000
191,84,36,648,2000,15417771,87494,3416,1,540,12600000,2003,683,6.1,1.85,0
91,110,164,45,258,15156200,15358,571,2,131,3.00E+07,1999,218,6,2.35,328
368,130,337,820,11000,21589307,135286,13960,1,261,1.00E+07,2012,1000,7.4,2.35,27000
89,84,134,307,655,20339754,23928,2737,2,73,1.00E+07,2007,651,5.9,1.85,441
83,106,293,547,773,28873374,22161,2787,11,68,1.00E+07,2013,734,4.1,1.85,0
33,76,14,636,1000,13684949,4564,3752,0,43,3.00E+06,2002,811,5.9,1.85,227
386,99,64,918,13000,14597405,71679,17204,1,216,6400000,2011,2000,7,2.35,17000
191,96,47,442,3000,12570442,40514,4053,0,234,1.00E+07,2005,497,6.8,2.35,808
16,104,28,582,962,12514138,2801,3871,0,28,1.00E+07,1997,826,7.4,1.85,1000
297,108,0,458,1000,43771291,79909,3215,1,279,5.00E+06,2015,562,7.1,2.35,15000
47,108,2,30,772,11703287,4360,1058,3,148,1.00E+07,2005,232,7,2.35,1000
63,87,13,869,15000,11560259,15617,22485,1,180,2.20E+07,2001,4000,5.8,2.35,0
144,89,406,759,989,10824921,200293,3462,0,621,1.00E+07,1999,939,7.8,1.85,16000
77,97,31,551,4000,10561238,27265,6388,0,321,1.00E+07,1999,980,6.5,1.85,0
325,106,13000,309,11000,14479776,55539,12418,3,147,1.00E+07,2014,430,7,1.85,20000
100,100,532,711,4000,9801782,39331,6046,0,481,1.00E+07,1998,796,6.3,1.85,0
52,89,18,2000,7000,8070311,12706,13626,9,75,1.00E+07,2004,2000,5.3,1.85,0
163,95,434,472,1000,8460995,35888,2618,3,125,1.00E+07,2010,622,5.5,2.35,0
137,97,350,250,460,8111360,34848,1334,1,203,1.00E+07,2002,372,7.4,1.85,0
180,94,0,3000,20000,8828771,79146,41059,10,352,6.00E+06,2013,14000,4.3,1.85,25000
100,95,4,655,939,7563670,21268,3651,0,53,1.00E+07,2008,702,5.2,2.35,518
265,101,63,172,7000,6619173,87203,7747,2,221,1.00E+07,2012,353,6.7,2.35,25000
162,101,194,602,1000,6712241,782437,3858,2,1420,7500000,1998,816,8.6,1.85,35000
147,82,87,444,1000,6842058,36029,3818,0,99,1.00E+07,2012,581,6.1,2.35,14000
33,74,0,719,886,6491350,1231,5139,0,26,1.00E+07,2004,808,5.8,1.85,49
94,130,63,2,24,9473382,26832,29,3,247,1.00E+07,1998,3,7.7,1.85,0
143,112,0,201,874,6197866,63733,1351,0,414,1.00E+07,1999,262,8,2.35,0
38,96,9,934,12000,6044618,6200,26961,1,92,1.00E+07,2002,11000,5.6,2.35,398
126,89,0,322,628,7764027,38459,2061,0,119,1.00E+07,2013,497,6.7,2.35,0
91,121,57,664,1000,21569041,8058,3745,2,57,9.00E+06,2014,837,6.6,2.35,0
46,85,49,401,719,4356743,3662,2446,2,79,1.60E+07,2001,405,4.1,1.85,0
198,120,0,294,23000,5484375,84641,24270,0,205,1.00E+07,2006,342,7.3,1.85,0
182,83,157,581,2000,4244155,56005,3374,5,112,1.00E+07,2011,616,6.5,1.85,0
181,120,64,72,144,5004648,14031,474,1,114,1.00E+07,2009,110,7,1.85,0
23,111,60,699,823,3333823,5612,5262,0,122,1.00E+07,2012,759,5.5,2.35,0
30,100,34,541,10000,3275585,10735,13160,1,88,11500000,1993,721,6.6,1.85,561
111,89,0,132,402,3193102,24412,1335,0,240,9.00E+06,1999,296,7.1,1.85,944
287,115,549,911,3000,54557348,361169,5732,0,1624,6500000,2004,912,7.9,2.35,18000
96,135,25,553,902,3041803,6377,2735,0,181,1.00E+07,2000,576,7.1,2.35,345
27,92,4,311,754,3060858,1768,1891,4,37,1.00E+07,1987,324,5.6,1.85,208
44,120,108,400,634,1055654,20426,2673,1,175,1.00E+07,2006,436,7.3,2.35,0
49,97,105,269,982,2331318,9541,2603,1,64,1.00E+07,2011,503,3.3,1.85,0
57,135,0,851,1000,2185266,8720,4266,0,186,1.00E+07,2000,975,6.5,1.85,1000
185,93,4,4,533,26583369,20837,578,1,127,1.00E+07,2016,35,4.8,1.85,10000
2,118,76,249,902,8.00E+05,892,2079,0,21,1.40E+07,1981,488,5.2,2.35,106
270,97,387,64,6000,7574066,30325,6322,2,96,1.00E+07,2014,139,6.3,1.85,0
94,98,129,221,749,1754319,13174,2214,0,81,1.00E+07,2011,252,7.2,1.85,0
157,98,0,258,530,1641788,30096,1381,0,213,8.00E+06,2002,387,6.8,1.78,0
49,101,3,826,14000,1631839,5936,17665,0,91,1.00E+07,2000,1000,5.7,1.85,242
80,132,41,1000,16000,1309849,9395,29177,1,103,1.00E+07,2002,11000,7.2,2.35,0
221,106,34,683,11000,1939441,55567,23187,1,144,1.00E+07,2012,11000,6.9,1.85,20000
90,87,0,503,975,1276984,11403,3059,2,150,1.00E+07,2000,537,6.2,1.85,795
376,98,607,251,11000,1987762,59297,11853,0,216,1.10E+07,2011,414,6.7,1.85,12000
144,96,17,688,2000,1474508,33473,4607,4,88,5.00E+06,2009,989,6.5,2.35,0
82,104,23,232,22000,1011054,10585,23513,1,83,1.00E+07,2003,893,7.2,2.35,0
51,93,0,622,966,900926,9517,3307,2,46,1.00E+07,2007,799,5.3,1.85,319
192,95,0,20,20000,866778,44208,20364,3,117,1.00E+07,2007,329,6.7,2.35,0
71,89,0,119,990,598645,13145,2006,0,215,1.00E+07,2002,711,3.6,1.85,725
79,107,0,91,603,578527,20008,988,3,112,1.00E+07,2008,175,5.7,1.78,883
246,85,0,51,478,488872,56923,700,2,243,1.00E+07,2001,83,7.3,1.85,0
115,93,787,0,787,365734,11487,883,0,226,1.00E+07,2003,96,5,1.66,952
34,101,324,28,678,231417,1649,1256,0,21,6.00E+07,1997,541,6.6,1.66,33
129,103,593,241,374,3093491,8307,1283,0,37,5.00E+06,2014,362,6.6,1.85,5000
73,111,24,83,374,228524,8708,768,2,56,4.00E+06,2004,181,7.3,2.35,345
43,86,302,428,893,226792,3080,3049,2,44,1.00E+07,2001,798,6.2,1.85,117
200,90,76,345,798,136432,31890,2217,0,194,5.00E+06,2006,769,6.6,1.85,0
79,82,216,885,1000,131617,9971,5761,1,119,1.00E+07,2005,922,6.3,1.85,661
17,83,3,421,16000,126247,24958,17469,0,103,6200000,1994,542,3.3,1.85,321
29,86,71,385,795,15447,2971,2655,0,85,1.00E+07,1997,474,3.5,1.85,89
23,91,7,875,12000,19348,2941,16118,2,11,1.00E+07,2009,3000,5.5,2.35,370
22,90,0,617,806,100503,7759,3124,2,20,8.00E+06,2009,690,5.9,1.85,1000
43,90,8,495,1000,92900,3662,3146,1,23,5.00E+06,2009,893,4.7,1.85,546
20,93,7,611,906,5561,4995,4725,1,34,1.00E+07,2007,848,3.9,1.85,160
71,104,275,102,439,3607,22753,940,4,94,1.00E+07,2008,161,6.1,2.35,0
27,85,0,742,11000,70527,7690,14656,6,68,6500000,2004,826,6.7,1.85,376
66,81,4,5,63,11835,1920,81,0,7,1.00E+07,2013,10,6.9,2.35,1000
152,135,419,7,398,109.4904942,26156,569,0,74,8521.589447,2008,149,7.3,2.35,0
52,144,0,195,786,2483955,8369,1674,0,165,9600000,2005,228,6.7,1.85,957
55,98,41,525,723,57176582,27492,3939,1,84,9500000,2000,706,6.1,1.85,0
130,117,43,244,742,43100000,75280,2127,0,267,9500000,1967,462,6.9,2.35,0
447,127,0,319,678,225377,70382,1557,1,190,8900000,2012,432,7.9,1.85,33000
66,98,17,770,1000,14114488,13190,3827,0,114,10500000,1988,887,4.5,1.85,616
61,197,176,760,924,46300000,29323,4109,0,344,9400000,1963,898,7.6,2.76,0
56,104,12,1000,21000,2600000,11612,23962,3,88,6.00E+06,1995,1000,7.5,2.35,0
439,130,3000,844,10000,3029870,128729,15835,1,551,7400000,2011,4000,7.1,2.35,50000
50,176,147,1000,8000,3047539,42296,13762,4,286,7217600,2012,3000,6.9,2.35,12000
392,116,0,513,1000,78900000,563827,2524,0,1110,1.10E+07,1979,581,8.5,2.35,23000
277,88,365,177,383,30859000,96410,1094,0,826,83532,1974,371,7.5,1.85,0
259,106,50,741,17000,3571735,39260,21711,2,129,1.00E+07,2010,908,6.6,2.35,0
66,181,278,51,402,5.00E+07,29839,934,0,150,9.00E+06,1971,343,8,2.35,0
129,130,92,177,244,63600000,82073,1164,1,275,9.00E+06,1965,189,7,2.35,0
29,123,473,685,890,36049108,10139,3661,4,70,9.00E+06,1996,851,6.8,2.35,0
32,120,92,862,1000,34074895,6525,5420,6,79,9.00E+06,1999,886,6.7,1.85,0
142,87,85,118,311,33244684,62038,760,0,281,9.00E+06,1988,189,6.5,1.85,0
263,123,909,184,909,24530513,66610,1633,1,429,9.00E+06,2007,203,8,1.85,0
285,103,65,908,2000,71519230,92364,6807,0,244,9.00E+06,2014,971,6.5,2.35,15000
64,91,0,407,3000,20035310,12324,4409,1,173,9.00E+06,2000,683,4.9,1.85,580
150,88,8,587,982,18225165,155262,3114,2,316,9.00E+06,2004,729,7.1,1.85,0
136,126,37,883,12000,17804273,20449,25660,0,370,2.00E+07,2000,10000,7,1.85,1000
132,120,46,701,14000,16938179,41313,17336,3,246,8.00E+06,2000,826,7,1.85,0
186,94,17,179,607,16235293,19918,1611,0,278,9.00E+06,2006,318,4.5,2.35,0
46,137,0,130,591,10161099,23441,1341,1,108,9.00E+06,1989,520,7.7,1.85,0
117,119,188,35,187,6047856,27536,358,4,327,8500000,2000,127,6.7,1.85,1000
136,99,23,471,1000,4681503,29058,2478,1,238,9.00E+06,2002,710,7,2.35,838
15,79,157,219,4000,4350774,10476,4908,3,52,8.00E+06,1994,248,6.5,1.85,0
65,95,49,261,702,2955039,3624,2007,1,27,9.00E+06,2007,616,6.2,2.35,313
100,103,38,316,745,1530535,7833,1721,3,63,9.00E+06,2005,591,5.7,2.35,215
129,92,26,611,1000,4881867,15200,3767,1,76,9.00E+06,2008,1000,6.4,1.85,1000
67,84,64,748,2000,11860839,5156,4617,0,21,9.00E+06,2011,892,5.4,1.85,0
31,300,6,6,7,12734.93131,1666,32,3,47,11213905.24,2001,6,6.6,1.85,124
76,120,930,433,982,349618,4302,2942,1,45,9.00E+06,1990,602,6.1,1.85,375
81,121,608,25,149,112935,8161,251,0,94,9.00E+06,2002,44,7.6,1.85,484
26,97,3,204,679,883887,1201,1426,3,14,9.00E+06,2009,537,6.2,2.35,0
24,86,11,18,185,13751,813,299,0,6,11400000,2006,62,6.6,1.85,135
80,45,28,104,573,145109,14247,1098,1,44,4.50E+07,2008,197,7.3,2.35,0
41,97,0,230,922,1046166,2599,1835,4,45,9.00E+06,2005,374,4.2,2.35,128
35,93,4,93,442,174635000,74743,822,1,93,8800000,1986,162,6.5,2.35,0
133,84,8,896,4000,14373825,63216,6954,0,196,8600000,2007,922,6.5,2.35,0
66,96,3,305,2000,4.541631623,5228,2802,5,38,252312.868,2014,368,5.7,2.35,0
273,112,108,175,12000,39462438,67760,13172,0,226,7.00E+06,2009,628,7.3,2.35,0
32,125,43,122,563,29200000,6142,1097,0,52,8500000,1979,236,6.9,1.85,1000
52,96,68,1000,3000,21564616,7098,8097,9,41,8500000,2013,1000,5,1.85,0
175,103,729,133,2000,14879556,73640,3516,0,441,8.00E+06,1999,841,7.3,2.35,0
132,101,17,429,35000,34017854,51326,36892,4,116,8500000,2015,966,6.5,2.35,8000
66,104,170,202,736,4273372,19412,1854,1,308,2.20E+07,2001,218,2.1,2.35,0
222,119,319,179,2000,4440055,21360,3279,0,110,8500000,2009,552,7,1.85,0
210,128,160,81,8000,4018695,69759,8532,2,235,1.20E+07,2010,327,8,2.35,27000
46,126,407,39,638,1997807,5158,823,0,140,8.00E+06,1999,107,7.1,1.85,196
147,150,163,636,2000,140244,20419,4168,1,259,8500000,2008,716,6.7,1.85,8000
215,178,16000,857,13000,107930000,1324680,16557,1,2195,8.00E+06,1994,902,8.9,2.35,45000
534,117,66,85,15000,32279955,293304,15554,1,552,8500000,2014,241,7.9,2.35,65000
66,119,422,422,861,4992159,23823,3306,2,201,8550000,2004,499,5.6,2.35,713
119,174,338,195,354,163214286,148172,1495,3,406,8200000,1965,209,8,2.35,15000
43,111,2000,51,15000,69800000,54723,15361,2,99,8.00E+06,1984,161,6.2,1.85,0
270,101,36,27,7000,59889948,355810,7227,1,889,8.00E+06,2006,150,7.9,2.35,15000
99,89,0,107,217,52287414,271794,644,2,584,8.00E+06,1986,107,8.1,1.85,24000
224,113,0,27,133,45063889,297250,241,0,1441,8.00E+06,2002,32,7.6,1.85,11000
58,95,548,360,389,40066497,23671,1792,0,247,8.00E+06,2004,363,3.5,1.85,0
53,112,152,459,16000,36500000,87090,17568,0,142,8.00E+06,1979,466,7.6,1.85,0
37,109,44,458,1000,27362712,5971,3199,1,60,8.00E+06,2002,886,6.5,1.85,0
11,108,0,388,585,34746109,3122,3023,2,14,8.00E+06,1996,434,5.6,2.35,559
327,100,129,3000,23000,34963967,270441,39807,2,378,8.00E+06,2011,10000,7.7,1.85,40000
135,90,5,297,449,25926543,26609,1534,1,148,8.00E+06,2008,332,5.2,1.85,0
164,94,19,117,363,26049082,76791,1024,3,100,8.00E+06,2014,342,6.1,2.35,0
41,111,0,591,18000,22551000,37269,37645,0,165,8.00E+06,1993,18000,7.4,1.85,0
143,142,13,244,803,22800000,59941,1769,2,452,7.00E+06,1969,314,6.8,2.35,0
109,107,0,112,969,18090181,38191,1775,0,271,8.00E+06,1994,449,6.4,1.85,0
59,91,13,292,452,17843379,14904,1760,2,147,8.00E+06,1999,442,5.7,1.85,0
40,82,33,475,744,17278980,48225,2400,0,164,8.00E+06,1998,503,6.7,1.85,0
121,97,3,631,24000,16699684,17461,25792,1,78,8.00E+06,2009,827,5.6,1.85,0
288,102,126,517,23000,15047419,357275,25462,1,1061,7.00E+06,2000,1000,7.6,2.35,18000
107,93,44,596,15000,14015786,37952,27646,3,298,5.00E+06,2002,11000,6.5,1.85,938
91,138,78,968,12000,10269307,53251,17524,0,188,8.00E+06,2009,3000,6.3,2.35,0
231,93,132,216,434,17536788,49240,1183,2,142,8.00E+06,2013,265,7.1,1.85,12000
262,92,87,424,15000,58401464,276746,16982,1,264,8.00E+06,2010,1000,7.1,1.85,19000
196,92,54,306,776,8279017,34191,1761,1,339,8.00E+06,2000,595,6.9,2.35,0
83,104,18,741,1000,10106233,12702,5190,0,32,8.00E+06,2011,962,5.4,1.85,0
11,89,15,660,883,4692814,2870,3291,2,34,8.00E+06,1999,826,5.1,1.85,77
72,92,26,417,1000,5018450,8546,2687,0,86,8.00E+06,2000,905,5.3,2.35,859
328,90,26,0,1000,3442820,31489,1442,0,140,8.00E+06,2015,442,7.3,2.35,0
248,129,608,386,1000,3205244,23629,2265,0,141,1.00E+07,2010,579,7.3,2.35,0
128,111,341,569,963,3076425,23660,3543,1,162,8.00E+06,2002,678,7.1,1.85,0
45,79,73,112,1000,2275557,12561,2404,2,102,8.00E+06,1991,1000,6,1.85,0
49,104,71,168,1000,1789892,9494,1795,1,109,8.00E+06,1998,261,6.6,1.85,515
163,101,16,472,943,6350058,106098,2786,3,150,8.00E+06,2010,769,7.2,1.85,20000
163,113,13,594,5000,1094798,11158,7692,6,73,7200000,2010,629,7.2,2.35,0
90,92,14,291,14000,1071240,3571,15848,2,34,8.00E+06,2007,1000,6.9,2.35,429
23,106,23,200,1000,532190,5673,1610,2,37,8.00E+06,1997,273,6.8,1.66,0
118,75,45,4,61,686383,22811,75,0,71,6500000,2009,5,7.7,1.85,11000
283,104,109,7,480,16168741,99430,517,1,182,8.00E+06,2013,12,7.4,1.85,43000
74,108,12,710,2000,568695,16617,3921,2,110,8.00E+06,2005,844,6.5,2.35,412
41,99,30,209,480,398420,5049,1234,3,48,8.00E+06,2007,257,6.4,2.35,226
66,109,200,1000,21000,336456,7116,41645,2,79,8.00E+06,2003,18000,5.6,1.85,494
140,93,8,33,553,298110,25055,786,1,98,8.00E+06,2006,177,6.8,2.35,0
32,99,387,399,8000,127144,5159,9608,4,27,8.00E+06,2005,489,5.5,2.35,143
68,98,36,405,10000,117190,29994,11770,4,86,8.00E+06,2010,692,6.9,2.35,0
79,95,3,448,905,108662,26849,3185,0,107,8.00E+06,2008,513,6,2.35,3000
26,107,53,463,954,53481,5557,2512,5,34,8.00E+06,2006,551,6.4,2.35,294
100,102,346,488,947,23106,9003,2572,0,58,5.00E+07,2004,526,6.6,1.66,532
56,97,43,47,144,52961,2103,326,1,11,8.00E+06,2014,63,5.3,2.35,675
150,124,78,4,6,3807.87306,106160,28,0,430,9537847.915,1988,5,8.1,1.85,0
85,90,21,112,186,671240,23023,619,0,149,7900000,2005,119,6.9,2.35,0
21,90,73,26,848,882290,4792,1526,2,43,1.00E+07,1989,643,6.5,1.33,999
61,99,78,325,11000,106593296,72324,12619,1,134,7500000,1989,509,7.4,1.85,3000
34,115,88,890,1000,43490057,5275,4737,6,30,7500000,1997,1000,6.9,1.85,508
62,89,7,36,186,32333860,29843,407,1,81,7500000,1995,147,6.7,2.35,0
239,92,655,88,24000,24792061,191998,25092,0,323,6500000,2005,829,7.6,2.35,0
252,94,0,658,1000,17544812,69989,4707,0,384,1.00E+07,2007,683,5.4,2.35,0
278,100,92,221,3000,12574715,112138,4198,0,237,4500000,2009,766,7.3,2.35,12000
9,109,62,518,584,5100000,6595,2024,0,61,7500000,1984,552,6,1.85,345
127,105,248,147,673,10460089,34098,1442,1,214,7500000,2002,466,7.2,1.85,1000
9,102,329,280,611,4239767,3709,1834,3,83,7500000,2002,329,6,1.85,0
35,97,18,742,834,4131640,5463,4091,2,20,7500000,2008,749,3.1,1.85,140
192,92,406,968,24000,10814185,37530,41867,6,106,8.00E+06,2009,15000,6.2,1.85,0
133,93,187,158,631,197148,18109,1176,0,150,7500000,2003,163,6.3,2.35,0
222,113,127,373,3000,3014541,19616,4370,3,98,8.00E+06,2011,415,6.7,2.35,0
242,89,10,106,963,4443403,70194,1754,0,158,7300000,2007,545,8,1.85,14000
253,118,0,500,18000,1330827,9866,19879,2,73,7.00E+06,2016,860,7,2.35,0
224,97,12,641,788,1818681,74435,2486,1,224,7300000,2009,698,7.2,2.35,0
39,100,0,440,488,12610552,4682,2428,0,206,7500000,1999,488,3.5,1.37,129
387,96,655,973,24000,143492840,414335,28817,0,881,7500000,2007,3000,7.5,1.85,10000
120,120,82,175,244,43800000,74249,1105,2,276,7200000,1971,177,6.7,2.35,0
208,175,0,3000,14000,134821952,1155770,28122,1,2238,6.00E+06,1972,10000,9.2,1.85,43000
51,95,213,92,225,94900000,35172,791,0,128,4.00E+06,1983,174,6.1,1.85,0
331,95,464,11000,23000,32391374,376600,54075,43,494,7500000,2009,17000,7.7,2.35,40000
83,121,319,11,1000,40158000,63931,1051,1,241,7.00E+06,1993,18,7.6,1.85,0
324,110,0,11000,17000,113709992,108843,46646,1,281,7.00E+06,2012,15000,6.1,2.35,54000
140,96,474,82,1000,32131483,25870,2212,0,369,1.10E+07,2003,970,4.9,2.35,2000
136,121,82,189,581,35400000,74957,1865,3,251,7.00E+06,1973,547,6.8,1.66,0
79,95,13,430,1000,34099640,16651,2515,0,149,5.00E+06,2000,934,7,1.37,0
52,112,70,826,1000,37295394,7973,5959,8,59,6600000,2011,912,5.7,1.85,0
351,93,0,566,21000,31501218,84070,22745,0,526,7500000,2005,650,7.5,1.85,0
271,110,152,27,22000,28747570,100571,22140,1,416,7.00E+06,2005,68,7.4,2.35,0
93,104,0,4000,16000,25625110,138707,33758,0,202,7.00E+06,1995,12000,7.2,1.85,0
112,119,23,440,1000,2.50E+07,39847,2951,1,242,9.00E+06,1976,659,6.8,2.35,0
118,125,82,244,16000,2.10E+07,73950,17611,3,258,1.30E+07,1974,387,6.8,1.66,2000
35,96,22,794,1000,20257000,7569,5282,2,65,7.00E+06,1988,841,5.2,1.85,978
342,100,197,159,513,26005908,154938,1379,0,1100,3500000,2005,239,7.2,2.35,10000
137,89,14,270,971,15818967,13913,2517,0,120,7.00E+06,2014,479,4,1.85,0
50,92,737,380,718,14891000,15088,2240,3,105,7.00E+06,1996,524,6.8,1.85,824
261,109,0,597,1000,16901126,76267,3544,0,687,7.00E+06,2005,649,6.9,1.85,0
180,103,44,190,637,17474107,56605,1342,3,89,7.00E+06,2015,256,7.3,2.35,23000
28,95,48,826,1000,14003141,4598,4837,1,29,7.00E+06,1999,865,6.1,2.35,375
202,105,0,303,1000,12583510,60709,2444,0,922,7.00E+06,2003,340,6,1.85,0
341,106,1000,98,816,9190525,102125,1120,1,324,7.00E+06,2009,105,7,1.85,10000
160,100,11,970,13000,9176553,19147,19330,1,97,7500000,2009,3000,7.1,2.35,0
31,103,49,304,687,9094451,11668,1990,0,79,7.00E+06,1989,554,6.2,1.85,0
281,99,192,292,14000,9166863,83182,14816,2,247,7.00E+06,2009,343,7.6,2.35,16000
114,164,17000,159,883,8373585,39680,1934,0,308,7.00E+06,1988,618,7.6,1.85,0
72,96,30,407,761,7292175,7736,2018,3,100,7.00E+06,1999,412,6.4,1.85,0
119,122,98,397,729,6601079,17436,2321,1,276,7.00E+06,2004,579,6.2,2.35,0
74,94,176,46,116,6165429,23486,312,1,249,6.00E+06,2002,93,7.5,2.35,0
25,93,70,442,692,5694308,13815,3128,0,46,7.00E+06,2007,585,2,1.85,446
39,96,6,38,206,5430822,8391,493,0,75,7.00E+06,1992,192,6.2,1.85,0
27,113,7,35,11000,4720371,3203,11116,2,85,7.00E+06,2001,43,6.5,1.85,650
29,192,147,397,8000,2921738,34449,9984,0,119,7.00E+06,2004,860,7.9,2.35,2000
158,99,342,501,1000,2344847,18561,2158,0,119,7.00E+06,2008,518,6.8,2.35,0
223,91,157,224,490,7455447,29967,1136,2,126,7.00E+06,2010,259,6.3,1.85,0
25,100,0,359,655,2148212,781,1906,0,20,7.00E+06,1999,476,6.3,1.85,157
97,105,261,617,783,2062066,11387,2684,3,147,7.00E+06,2002,658,6.6,1.85,357
117,99,60,628,4000,1654367,18355,6526,0,106,7.00E+06,2006,787,6.4,1.85,3000
389,112,159,77,3000,1738692,95529,3547,0,301,7.00E+06,2011,294,7.5,2.35,38000
